#################################################
# List of available commands
# Add commands from your own extensions here as
#################################################

Next Error|View.NextError
#S E Add New Message Type|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewMessageType
#S E Add New Contract|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewContract
#S E Add New Queue|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewQueue
#S E Add New Service|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewService
#S E Add New Route|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewRoute
#S E Add New Event Notification|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewEventNotification
#S E Add New Remote Service Binding|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewRemoteServiceBinding
#S E Add New Broker Priority|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewBrokerPriority
#S E Add New User|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewUser
#S E Add New Application Role|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewApplicationRole
#S E Add New Database Role|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewDatabaseRole
#S E Add New Schema|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewSchema
#S E Add New Asymmetric Key|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewAsymmetricKey
#S E Add New Certificate|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewCertificate
#S E Add New Symmetric Key|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewSymmetricKey
#S E Add New Master Key|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewMasterKey
#S E Add New Signature|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewSignature
#S E Add New Filegroup|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewFilegroup
#S E Add New Log File|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewLogFile
#S E Add New File|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewFile
#S E Add New Partition Function|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewPartitionFunction
#S E Add New Partition Scheme|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewPartitionScheme
#S E Add New Table|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewTable
#S E Add New Cryptographic Provider|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewCryptographicProvider
#S E Add New Server Audit|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewServerAudit
#S E Add New Server Audit Specification|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewServerAuditSpecification
#S E Add New Event Session|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewEventSession
#S E Add New Tcp End Point|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewTcpEndPoint
#S E Add New Http End Point|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewHttpEndPoint
#S E Add New Linked Server|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewLinkedServer
#S E Add New Server Trigger|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewServerTrigger
#S E Add New Custom Error Message|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewCustomErrorMessage
#S E Schema Compare|OtherContextMenus.SQLServerObjectExplorerContextMenu.SESchemaCompare
#S E Sql Clr Debugging|OtherContextMenus.SQLServerObjectExplorerContextMenu.SESqlClrDebugging
#S E Add New Trigger|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddNewTrigger
#S E Execute Function|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEExecuteFunction
#S E Debug Function|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEDebugFunction
#S S D T Static Code Analysis Run Code Analysis|ClassViewContextMenus.ClassViewProject.SSDTStaticCodeAnalysisRunCodeAnalysis
Query Results Stop|SQL.QueryResultsStop
Query Results Refresh|SQL.QueryResultsRefresh
Query Results New Row|SQL.QueryResultsNewRow
Script To File|SQL.ScriptToFile
Script To Editor|SQL.ScriptToEditor
Script To Project|OtherContextMenus.QueryResultsContextMenu.ScriptToProject
#S S D T Schema Compare Connect To Schemas|OtherContextMenus.EmptySchemaCompareContextMenu.SSDTSchemaCompareConnectToSchemas
#S S D T Append Extended Property|SSDTAppendExtendedProperty
#S S D T Append Signature|SSDTAppendSignature
Rename Server Database References|ProjectandSolutionContextMenus.Project.Refactor.RenameServerDatabaseReferences
#View In T S Q L Editor From Solution Explorer|ProjectandSolutionContextMenus.Item.ViewInTSQLEditorFromSolutionExplorer
#View In Table Designer From Solution Explorer|ProjectandSolutionContextMenus.Item.ViewInTableDesignerFromSolutionExplorer
#S S D T Launch Schema Compare For Project Snapshot|ProjectandSolutionContextMenus.Item.SSDTLaunchSchemaCompareForProjectSnapshot
#Set As Debug Startup Script|ProjectandSolutionContextMenus.Item.SetAsDebugStartupScript
#Sql Server Object Explorer Add Sql Server|SQL.SqlServerObjectExplorerAddSqlServer
#Sql Server Object Explorer New Query On Toolbar|SqlServerObjectExplorerNewQueryOnToolbar
#S E Add Sql Server On Context Menu|OtherContextMenus.SQLServerObjectExplorerContextMenu.SEAddSqlServerOnContextMenu
#Sql Server Object Explorer Detach|OtherContextMenus.SQLServerObjectExplorerContextMenu.SqlServerObjectExplorerDetach
#S S D T Static Code Analysis Run|SQL.SSDTStaticCodeAnalysisRun
#S S D T Static Code Analysis Configure|SQL.SSDTStaticCodeAnalysisConfigure
#S S D T Static Code Analysis Suppress Messages|OtherContextMenus.ErrorList.SSDTStaticCodeAnalysisSuppressMessages
#Clear Completed Items|ClearCompletedItems
#Copywith Headers|OtherContextMenus.SQLResultsGridTabContext.CopywithHeaders
#Show Execution Plan X M L|OtherContextMenus.ExecutionPlanContext.ShowExecutionPlanXML
#Missing Index Details|OtherContextMenus.ExecutionPlanContext.MissingIndexDetails
#Save Execution Plan As|OtherContextMenus.ExecutionPlanContext.SaveExecutionPlanAs
#Custom Zoom|OtherContextMenus.ExecutionPlanContext.CustomZoom
Zoom to Fit|OtherContextMenus.ExecutionPlanContext.ZoomtoFit
Sql Object Explorer Refresh All Roots|SqlObjectExplorerRefreshAllRoots
Show Sql Server Object Explorer|ShowSqlServerObjectExplorer
#Remove Primary Key|SQLTableDesigner.RemovePrimaryKey
Add New Check Constraint|OtherContextMenus.SQLTableDesignerContextView.AddNewCheckConstraint
Add New Foreign Key|OtherContextMenus.SQLTableDesignerContextView.AddNewForeignKey
Add New Primary Key|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewPrimaryKey
Add New Unique Key|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewUniqueKey
Add New Index|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewIndex
Add New Full Text Index|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewFullTextIndex
Add New Spatial Index|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewSpatialIndex
Add New X M L Index|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewXMLIndex
Add New Column Store Index|OtherContextMenus.SQLTableDesignerContextView.AddNew.AddNewColumnStoreIndex
Switch To T S Q L Pane|OtherContextMenus.SQLTableDesignerColumns.SwitchToTSQLPane
Switch To Design Pane|EditorContextMenus.CodeWindow.SwitchToDesignPane
Edit Local File|EditorContextMenus.CodeWindow.EditLocalFile
Fit All|Design.FitAll
Fit Selection|Design.FitSelection
Actual Size|Design.ActualSize
Show Handles|Design.ShowHandles
Show Selection Preview|Design.ShowSelectionPreview
Show Active Container|Design.ShowActiveContainer
Show Alignment Adorners|Design.ShowAlignmentAdorners
Show Object Boundaries|Design.ShowObjectBoundaries
Edit Text|Format.EditText
Margin|Format.Margin
Alignments|Format.Alignments
Horizontal|Format.Horizontal
Vertical|Format.Vertical
Lock Selection|Design.LockSelection
Lock All|Design.LockAll
Unlock All|Design.UnlockAll
Show Selection|Design.ShowSelection
#Hide All|Design.HideAll
#Width|Format.Width
#Height|Format.Height
#Size|Format.Size
Side By Side View|Diff.SideBySideView
Inline View|Diff.InlineView
Left Only View|Diff.LeftOnlyView
Right Only View|Diff.RightOnlyView
Previous Difference|Diff.PreviousDifference
Next Difference|Diff.NextDifference
Ignore Trim Whitespace|Diff.IgnoreTrimWhitespace
Synchronize View Toggle|Diff.SynchronizeViewToggle
Copy All|OtherContextMenus.GraphicsDiagnosticsContextMenu.CopyAll
Event List|Debug.Graphics.EventList
Pixel History|Debug.Graphics.PixelHistory
Pipeline Stages|Debug.Graphics.PipelineStages
Object Table|Debug.Graphics.ObjectTable
Event Call Stack|Debug.Graphics.EventCallStack
Direct X Control Panel|Debug.Graphics.DirectXControlPanel
#Graphics Zoom In|Debug.GraphicsZoomIn
#Graphics Zoom Out|Debug.GraphicsZoomOut
#Graphics Reset Zoom|Debug.GraphicsResetZoom
#Graphics Move Pixel Selection Up|Debug.GraphicsMovePixelSelectionUp
#Graphics Move Pixel Selection Down|Debug.GraphicsMovePixelSelectionDown
#Graphics Move Pixel Selection Left|Debug.GraphicsMovePixelSelectionLeft
#Graphics Move Pixel Selection Right|Debug.GraphicsMovePixelSelectionRight
Launch Application|Debug.Graphics.LaunchApplication
Start Diagnostics|Debug.Graphics.StartDiagnostics
Capture Frame|Debug.Graphics.CaptureFrame
Update Page Inspector|PageInspector.UpdatePageInspector
Minimize|PageInspector.Minimize
Stopnavigating|PageInspector.Stopnavigating
Goto Project Home|PageInspector.GotoProjectHome
Inspect Element|PageInspector.InspectElement
Publish selected files|Project.Publishselectedfiles
Preview changes|Project.Previewchanges
Replace selected files from server|Project.Replaceselectedfilesfromserver
Analyze Selected Code Coverage|TestExplorer.AnalyzeSelectedCodeCoverage
Analyze Code Coverage|TestExplorer.AnalyzeCodeCoverage
Navigate to Event Handler|EditorContextMenus.XAMLEditor.NavigatetoEventHandler
Device Window|Design.DeviceWindow
Import From File|OtherContextMenus.ManagedResourcesEditorContextMenu.ImportFromFile
Export To File|OtherContextMenus.ManagedResourcesEditorContextMenu.ExportToFile
Play|OtherContextMenus.ManagedResourcesEditorContextMenu.Play
#Add P N G Image|Resources.AddPNGImage
#Add B M P Image|Resources.AddBMPImage
#Add G I F Image|Resources.AddGIFImage
#Add J P E G Image|Resources.AddJPEGImage
#Add T I F F Image|Resources.AddTIFFImage
#Add|Resources.Add
#Add Existing File|Resources.AddExistingFile
#Add New String|Resources.AddNewString
#Add New Icon|Resources.AddNewIcon
#Add New Text File|Resources.AddNewTextFile
#Strings|Resources.Strings
#Images|Resources.Images
#Icons|Resources.Icons
#Audio|Resources.Audio
#Files|Resources.Files
#Other|Resources.Other
#View In List|Resources.ViewInList
#View Details|Resources.ViewDetails
#View As Thumbnails|Resources.ViewAsThumbnails
Add Extension|OtherContextMenus.MyExtensibility.AddExtension
Remove Extension|OtherContextMenus.MyExtensibility.RemoveExtension
Servicesin Solution|OtherContextMenus.DiscoverServiceReferences.ServicesinSolution
Convertto Enum|OtherContextMenus.MicrosoftDataEntityDesignContext.ConverttoEnum
Movetonew Diagram|OtherContextMenus.MicrosoftDataEntityDesignContext.MovetonewDiagram
Include Related|OtherContextMenus.MicrosoftDataEntityDesignContext.IncludeRelated
Entity|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.Entity
Scalar Property|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.ScalarProperty
Navigation Property|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.NavigationProperty
Complex Property|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.ComplexProperty
Function Import|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.FunctionImport
Exportas Image|OtherContextMenus.MicrosoftDataEntityDesignContext.Diagram.ExportasImage
Snapto Grid|OtherContextMenus.MicrosoftDataEntityDesignContext.Grid.SnaptoGrid
Mapping Details|OtherContextMenus.MicrosoftDataEntityDesignContext.MappingDetails
Table Mapping|OtherContextMenus.MicrosoftDataEntityDesignContext.TableMapping
Function Import Mapping|OtherContextMenus.MicrosoftDataEntityDesignContext.FunctionImportMapping
Model Browser|OtherContextMenus.MicrosoftDataEntityDesignContext.ModelBrowser
Stored Procedure Mapping|OtherContextMenus.MicrosoftDataEntityDesignContext.StoredProcedureMapping
Showin Model Browser|OtherContextMenus.MicrosoftDataEntityDesignContext.ShowinModelBrowser
Moveto New Complex Type|OtherContextMenus.MicrosoftDataEntityDesignContext.Refactor.MovetoNewComplexType
Entity Key|OtherContextMenus.MicrosoftDataEntityDesignContext.EntityKey
Select Association|OtherContextMenus.MicrosoftDataEntityDesignContext.SelectAssociation
Base Type|OtherContextMenus.MicrosoftDataEntityDesignContext.Select.BaseType
Subtype|OtherContextMenus.MicrosoftDataEntityDesignContext.Select.Subtype
Update Modelfrom Database|OtherContextMenus.MicrosoftDataEntityDesignContext.UpdateModelfromDatabase
Generate Databasefrom Model|OtherContextMenus.MicrosoftDataEntityDesignContext.GenerateDatabasefromModel
Add Code Generation Item|OtherContextMenus.MicrosoftDataEntityDesignContext.AddCodeGenerationItem
Add Function Import|OtherContextMenus.MicrosoftDataEntityDesignContext.AddFunctionImport
Complex Type|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.ComplexType
Add Enum Type|OtherContextMenus.MicrosoftDataEntityDesignContext.AddNew.AddEnumType
Complex Types|OtherContextMenus.MicrosoftDataEntityDesignContext.Add.ComplexProperty.ComplexTypes
Showin Diagram|OtherContextMenus.MicrosoftDataEntityDesignContext.ShowinDiagram
Addto Diagram|OtherContextMenus.MicrosoftDataEntityDesignContext.AddtoDiagram
Move Diagramsto Separate File|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveDiagramstoSeparateFile
To Top|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveProperties.ToTop
To Bottom|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveProperties.ToBottom
Up|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveProperties.Up
Down|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveProperties.Down
Up5|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveProperties.Up5
Down5|OtherContextMenus.MicrosoftDataEntityDesignContext.MoveProperties.Down5
Return To Call Site|Debug.ReturnToCallSite
Go To Previous Callor Intelli Trace Event|Debug.GoToPreviousCallorIntelliTraceEvent
Step In|Debug.StepIn
Go To Next Callor Intelli Trace Event|Debug.GoToNextCallorIntelliTraceEvent
Go To Live Mode|Debug.GoToLiveMode
#Switchto Siteof Call|OtherContextMenus.ContentPaneContextMenu.SwitchtoSiteofCall
#Switchto Entryof Call|OtherContextMenus.ContentPaneContextMenu.SwitchtoEntryofCall
#Switchto Event|OtherContextMenus.ContentPaneContextMenu.SwitchtoEvent
Go To Locals Window|OtherContextMenus.ContentPaneContextMenu.GoToLocalsWindow
#Search For This Line In Intelli Trace|EditorContextMenus.CodeWindow.SearchForThisLineInIntelliTrace
#Search For This Method In Intelli Trace|EditorContextMenus.CodeWindow.SearchForThisMethodInIntelliTrace
#Open Intelli Trace Settings|Debug.OpenIntelliTraceSettings
Show Log Summary|Debug.ShowLogSummary
#Save Intelli Trace Session|Debug.SaveIntelliTraceSession
#Export Intelli Trace Events|Debug.ExportIntelliTraceEvents
#Delete Intelli Trace Events|Debug.DeleteIntelliTraceEvents
#Insert Intelli Trace Event|EditorContextMenus.CodeWindow.InsertIntelliTraceEvent
#Expression|OtherContextMenus.Selection.Expression
#Page Header|Report.PageHeader
#Page Footer|Report.PageFooter
Report Data|View.ReportData
Add Column|OtherContextMenus.Control.AddColumn
Grouping Sorting|Report.GroupingSorting
Insert Group|OtherContextMenus.RowColumn.InsertGroup
Edit Group|OtherContextMenus.RowColumn.EditGroup
Delete Groups|OtherContextMenus.RowColumn.DeleteGroups
Insert Columntothe Left|OtherContextMenus.RowColumn.InsertColumntotheLeft
Insert Columntothe Right|OtherContextMenus.RowColumn.InsertColumntotheRight
Insert Row Above|OtherContextMenus.RowColumn.InsertRowAbove
Insert Row Below|OtherContextMenus.RowColumn.InsertRowBelow
Table Header|OtherContextMenus.RowColumn.TableHeader
Table Details|OtherContextMenus.RowColumn.TableDetails
Table Footer|OtherContextMenus.RowColumn.TableFooter
Add Column Group|OtherContextMenus.Control.AddColumnGroup
Add Row Group|OtherContextMenus.Control.AddRowGroup
Subtotal|OtherContextMenus.Cell.Subtotal
Report Properties|Report.ReportProperties
Datasets|Report.Datasets
Actions|Report.Actions
Parameters|Report.Parameters
Chart Data|Report.ChartData
Run|ProjectandSolutionContextMenus.Item.Run
Simple Column|OtherContextMenus.Selection.ChartType.Column.SimpleColumn
Stacked Column|OtherContextMenus.Selection.ChartType.Column.StackedColumn
#100 Stacked Column|OtherContextMenus.Selection.ChartType.Column.100StackedColumn
Simple Bar|OtherContextMenus.Selection.ChartType.Bar.SimpleBar
Stacked Bar|OtherContextMenus.Selection.ChartType.Bar.StackedBar
#100 Stacked Bar|OtherContextMenus.Selection.ChartType.Bar.100StackedBar
Simple Area|OtherContextMenus.Selection.ChartType.Area.SimpleArea
Stacked Area|OtherContextMenus.Selection.ChartType.Area.StackedArea
#100 Stacked Area|OtherContextMenus.Selection.ChartType.Area.100StackedArea
Simple Line|OtherContextMenus.Selection.ChartType.Line.SimpleLine
Smooth Line|OtherContextMenus.Selection.ChartType.Line.SmoothLine
Simple Pie|OtherContextMenus.Selection.ChartType.Pie.SimplePie
Exploded Pie|OtherContextMenus.Selection.ChartType.Pie.ExplodedPie
Simple Doughnut|OtherContextMenus.Selection.ChartType.Doughnut.SimpleDoughnut
Exploded Doughnut|OtherContextMenus.Selection.ChartType.Doughnut.ExplodedDoughnut
Simple Scatter|OtherContextMenus.Selection.ChartType.Scatter.SimpleScatter
Scatter Lines|OtherContextMenus.Selection.ChartType.Scatter.ScatterLines
Scatter Smooth Lines|OtherContextMenus.Selection.ChartType.Scatter.ScatterSmoothLines
Bubble|OtherContextMenus.Selection.ChartType.Bubble.Bubble
High Low Close|OtherContextMenus.Selection.ChartType.Stock.HighLowClose
Open High Low Close|OtherContextMenus.Selection.ChartType.Stock.OpenHighLowClose
Candlestick|OtherContextMenus.Selection.ChartType.Stock.Candlestick
Ruler|Report.Ruler
Grouping|Report.Grouping
Line Up Icons|OtherContextMenus.ComponentTray.LineUpIcons
Show Large Icons|OtherContextMenus.ComponentTray.ShowLargeIcons
Open Developer Account|Project.OpenDeveloperAccount
Reserve App Name|Project.ReserveAppName
Acquire Developer License|Project.AcquireDeveloperLicense
Edit App Manifest|Project.EditAppManifest
